profile_name,profile_id,period,kind,function,function_period,actual_value,expected_value,validation_passed,status,error,test_month,test_year,is_leap_year,days_in_month,months_tested,all_months_passed
computed_P1Y_Quantitative_PW_min,,P1Y,Quantitative,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PW_max,,P1Y,Quantitative,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PW_max_pila,,P1Y,Quantitative,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PE_max,,P1Y,Quantitative,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PE_max_pila,,P1Y,Quantitative,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PW_min_pila,,P1Y,Quantitative,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PM_avg_pila,,P1Y,Quantitative,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PM_max,,P1Y,Quantitative,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PM_min_pila,,P1Y,Quantitative,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PW_avg_pila,,P1Y,Quantitative,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PE_min_pila,,P1Y,Quantitative,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PQ_sum,,P1Y,Quantitative,sum,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PQ_avg,,P1Y,Quantitative,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PM_sum,,P1Y,Quantitative,sum,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PE_min,,P1Y,Quantitative,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PQ_max,,P1Y,Quantitative,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PQ_min,,P1Y,Quantitative,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PQ_min_pila,,P1Y,Quantitative,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PM_max_pila,,P1Y,Quantitative,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PQ_max_pila,,P1Y,Quantitative,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PY_avg,,P1Y,Quantitative,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PY_sum,,P1Y,Quantitative,sum,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PY_avg_pila,,P1Y,Quantitative,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PY_min,,P1Y,Quantitative,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PM_avg,,P1Y,Quantitative,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PM_min,,P1Y,Quantitative,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_H_avg,,P1Y,Continuous,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PY_max,,P1Y,Quantitative,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PQ_avg_pila,,P1Y,Quantitative,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_H_max_pila,,P1Y,Continuous,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_H_sum,,P1Y,Continuous,sum,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_H_min,,P1Y,Continuous,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_H_avg_pila,,P1Y,Continuous,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PY_max_pila,,P1Y,Quantitative,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PD_min_pila,,P1Y,Continuous,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PD_avg_pila,,P1Y,Continuous,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Quantitative_PY_min_pila,,P1Y,Quantitative,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_H_min_pila,,P1Y,Continuous,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PD_avg,,P1Y,Continuous,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_H_max,,P1Y,Continuous,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PD_max_pila,,P1Y,Continuous,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PD_min,,P1Y,Continuous,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PW_avg,,P1Y,Continuous,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PD_max,,P1Y,Continuous,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PW_sum,,P1Y,Continuous,sum,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PD_sum,,P1Y,Continuous,sum,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PW_min,,P1Y,Continuous,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PW_avg_pila,,P1Y,Continuous,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PE_sum,,P1Y,Continuous,sum,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PE_avg,,P1Y,Continuous,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PW_min_pila,,P1Y,Continuous,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PW_max_pila,,P1Y,Continuous,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PE_max,,P1Y,Continuous,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PW_max,,P1Y,Continuous,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PM_avg,,P1Y,Continuous,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PE_avg_pila,,P1Y,Continuous,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PE_min,,P1Y,Continuous,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PE_max_pila,,P1Y,Continuous,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PM_avg_pila,,P1Y,Continuous,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PM_min_pila,,P1Y,Continuous,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PQ_sum,,P1Y,Continuous,sum,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PE_min_pila,,P1Y,Continuous,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PM_sum,,P1Y,Continuous,sum,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PM_max,,P1Y,Continuous,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PQ_avg,,P1Y,Continuous,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PM_min,,P1Y,Continuous,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PY_min,,P1Y,Continuous,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PY_sum,,P1Y,Continuous,sum,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PQ_min,,P1Y,Continuous,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PY_avg,,P1Y,Continuous,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PQ_max_pila,,P1Y,Continuous,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PY_max,,P1Y,Continuous,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PM_max_pila,,P1Y,Continuous,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PQ_min_pila,,P1Y,Continuous,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PQ_max,,P1Y,Continuous,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_H_avg,,P1M,Quantitative,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_H_avg_pila,,P1M,Quantitative,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_H_max,,P1M,Quantitative,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PQ_avg_pila,,P1Y,Continuous,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PY_max_pila,,P1Y,Continuous,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PY_avg_pila,,P1Y,Continuous,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1Y_Continuous_PY_min_pila,,P1Y,Continuous,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_H_max_pila,,P1M,Quantitative,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_H_min_pila,,P1M,Quantitative,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_H_min,,P1M,Quantitative,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PD_sum,,P1M,Quantitative,sum,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_H_sum,,P1M,Quantitative,sum,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PD_avg_pila,,P1M,Quantitative,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PW_sum,,P1M,Quantitative,sum,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PD_min_pila,,P1M,Quantitative,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PD_min,,P1M,Quantitative,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PW_avg_pila,,P1M,Quantitative,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PW_min,,P1M,Quantitative,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PD_max_pila,,P1M,Quantitative,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PD_max,,P1M,Quantitative,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PW_max_pila,,P1M,Quantitative,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PW_max,,P1M,Quantitative,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PE_avg,,P1M,Quantitative,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PE_avg_pila,,P1M,Quantitative,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PW_min_pila,,P1M,Quantitative,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PD_avg,,P1M,Quantitative,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PW_avg,,P1M,Quantitative,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PE_min,,P1M,Quantitative,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PE_min_pila,,P1M,Quantitative,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PE_max,,P1M,Quantitative,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PM_min,,P1M,Quantitative,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PE_sum,,P1M,Quantitative,sum,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PE_max_pila,,P1M,Quantitative,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PM_min_pila,,P1M,Quantitative,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PM_avg_pila,,P1M,Quantitative,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PM_avg,,P1M,Quantitative,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PM_max_pila,,P1M,Quantitative,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PQ_min_pila,,P1M,Quantitative,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PQ_avg,,P1M,Quantitative,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PM_max,,P1M,Quantitative,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PQ_avg_pila,,P1M,Quantitative,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PY_avg_pila,,P1M,Quantitative,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PM_sum,,P1M,Quantitative,sum,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PY_min,,P1M,Quantitative,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PY_avg,,P1M,Quantitative,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PQ_max_pila,,P1M,Quantitative,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PQ_max,,P1M,Quantitative,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PQ_sum,,P1M,Quantitative,sum,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PY_sum,,P1M,Quantitative,sum,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PQ_min,,P1M,Quantitative,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PY_min_pila,,P1M,Quantitative,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PY_max_pila,,P1M,Quantitative,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Quantitative_PY_max,,P1M,Quantitative,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_H_max,,P1M,Continuous,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_H_avg,,P1M,Continuous,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_H_min_pila,,P1M,Continuous,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_H_avg_pila,,P1M,Continuous,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_H_sum,,P1M,Continuous,sum,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_H_max_pila,,P1M,Continuous,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_PD_min,,P1M,Continuous,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_PD_avg_pila,,P1M,Continuous,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_H_min,,P1M,Continuous,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_PD_avg,,P1M,Continuous,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_PD_max,,P1M,Continuous,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_PW_avg,,P1M,Continuous,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_PD_min_pila,,P1M,Continuous,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_PD_max_pila,,P1M,Continuous,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1M_Continuous_PD_sum,,P1M,Continuous,sum,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
