profile_name,profile_id,period,kind,function,function_period,actual_value,expected_value,validation_passed,status,error,test_month,test_year,is_leap_year,days_in_month,months_tested,all_months_passed
computed_P6M_Quantitative_PM_avg_pila,,P6M,Quantitative,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PE_max_pila,,P6M,Quantitative,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PE_max,,P6M,Quantitative,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PQ_min,,P6M,Quantitative,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PM_max,,P6M,Quantitative,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PM_max_pila,,P6M,Quantitative,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PQ_avg_pila,,P6M,Quantitative,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PQ_avg,,P6M,Quantitative,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PE_avg_pila,,P6M,Quantitative,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PM_avg,,P6M,Quantitative,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PY_sum,,P6M,Quantitative,sum,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PY_min_pila,,P6M,Quantitative,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PQ_sum,,P6M,Quantitative,sum,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PM_min_pila,,P6M,Quantitative,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PQ_max,,P6M,Quantitative,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PY_min,,P6M,Quantitative,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PY_avg_pila,,P6M,Quantitative,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PQ_max_pila,,P6M,Quantitative,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PQ_min_pila,,P6M,Quantitative,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PY_avg,,P6M,Quantitative,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PM_min,,P6M,Quantitative,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_H_avg_pila,,P6M,Continuous,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PY_max_pila,,P6M,Quantitative,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Quantitative_PY_max,,P6M,Quantitative,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_H_min,,P6M,Continuous,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_H_sum,,P6M,Continuous,sum,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_H_min_pila,,P6M,Continuous,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PD_avg,,P6M,Continuous,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PD_sum,,P6M,Continuous,sum,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PD_avg_pila,,P6M,Continuous,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_H_max,,P6M,Continuous,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PD_min_pila,,P6M,Continuous,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PD_max,,P6M,Continuous,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PD_min,,P6M,Continuous,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_H_avg,,P6M,Continuous,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PD_max_pila,,P6M,Continuous,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PW_min,,P6M,Continuous,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PW_avg,,P6M,Continuous,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PW_max,,P6M,Continuous,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PW_max_pila,,P6M,Continuous,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PW_avg_pila,,P6M,Continuous,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PE_sum,,P6M,Continuous,sum,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PE_avg_pila,,P6M,Continuous,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PW_min_pila,,P6M,Continuous,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_H_max_pila,,P6M,Continuous,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PW_sum,,P6M,Continuous,sum,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PE_avg,,P6M,Continuous,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PE_max_pila,,P6M,Continuous,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PM_min,,P6M,Continuous,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PM_avg,,P6M,Continuous,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PM_avg_pila,,P6M,Continuous,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PE_min,,P6M,Continuous,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PE_max,,P6M,Continuous,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PE_min_pila,,P6M,Continuous,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PM_max_pila,,P6M,Continuous,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PQ_avg,,P6M,Continuous,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PM_min_pila,,P6M,Continuous,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PQ_avg_pila,,P6M,Continuous,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PY_avg,,P6M,Continuous,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PY_sum,,P6M,Continuous,sum,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PM_sum,,P6M,Continuous,sum,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PQ_min,,P6M,Continuous,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PM_max,,P6M,Continuous,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PQ_sum,,P6M,Continuous,sum,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PY_avg_pila,,P6M,Continuous,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PY_min,,P6M,Continuous,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PQ_max,,P6M,Continuous,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PY_max_pila,,P6M,Continuous,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PQ_min_pila,,P6M,Continuous,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1W_Quantitative_H_min_pila,,P1W,Quantitative,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_H_avg,,P1W,Quantitative,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P6M_Continuous_PY_min_pila,,P6M,Continuous,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PY_max,,P6M,Continuous,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P6M_Continuous_PQ_max_pila,,P6M,Continuous,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Profile already exists!""}",,,,,,
computed_P1W_Quantitative_H_max_pila,,P1W,Quantitative,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_H_min,,P1W,Quantitative,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_H_max,,P1W,Quantitative,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_H_sum,,P1W,Quantitative,sum,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_H_avg_pila,,P1W,Quantitative,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PD_min,,P1W,Quantitative,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PD_avg,,P1W,Quantitative,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PD_min_pila,,P1W,Quantitative,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PD_sum,,P1W,Quantitative,sum,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PD_avg_pila,,P1W,Quantitative,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PW_sum,,P1W,Quantitative,sum,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PD_max_pila,,P1W,Quantitative,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PD_max,,P1W,Quantitative,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PW_min,,P1W,Quantitative,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PE_sum,,P1W,Quantitative,sum,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PW_avg,,P1W,Quantitative,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PW_max_pila,,P1W,Quantitative,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PE_min_pila,,P1W,Quantitative,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PW_min_pila,,P1W,Quantitative,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PE_max,,P1W,Quantitative,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PW_avg_pila,,P1W,Quantitative,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PE_avg_pila,,P1W,Quantitative,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PM_sum,,P1W,Quantitative,sum,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PE_max_pila,,P1W,Quantitative,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PE_min,,P1W,Quantitative,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PE_avg,,P1W,Quantitative,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PM_min,,P1W,Quantitative,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PW_max,,P1W,Quantitative,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PM_max,,P1W,Quantitative,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PQ_avg,,P1W,Quantitative,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PM_min_pila,,P1W,Quantitative,min,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PQ_sum,,P1W,Quantitative,sum,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PQ_min,,P1W,Quantitative,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PY_avg,,P1W,Quantitative,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PM_max_pila,,P1W,Quantitative,max,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PQ_max,,P1W,Quantitative,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PM_avg_pila,,P1W,Quantitative,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PM_avg,,P1W,Quantitative,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PY_sum,,P1W,Quantitative,sum,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PY_min,,P1W,Quantitative,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PQ_avg_pila,,P1W,Quantitative,avg,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PY_max_pila,,P1W,Quantitative,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_H_avg,,P1W,Continuous,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PY_max,,P1W,Quantitative,max,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PY_avg_pila,,P1W,Quantitative,avg,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_H_sum,,P1W,Continuous,sum,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_H_min,,P1W,Continuous,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_H_avg_pila,,P1W,Continuous,avg,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PY_min_pila,,P1W,Quantitative,min,PY,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_H_min_pila,,P1W,Continuous,min,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_H_max_pila,,P1W,Continuous,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PQ_max_pila,,P1W,Quantitative,max,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PD_avg,,P1W,Continuous,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_H_max,,P1W,Continuous,max,H,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Quantitative_PQ_min_pila,,P1W,Quantitative,min,PQ,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PD_min,,P1W,Continuous,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PD_avg_pila,,P1W,Continuous,avg,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PD_min_pila,,P1W,Continuous,min,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PD_sum,,P1W,Continuous,sum,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PW_sum,,P1W,Continuous,sum,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PW_avg_pila,,P1W,Continuous,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PW_avg,,P1W,Continuous,avg,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PW_min_pila,,P1W,Continuous,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PW_min,,P1W,Continuous,min,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PD_max_pila,,P1W,Continuous,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PE_min,,P1W,Continuous,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PW_max_pila,,P1W,Continuous,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PE_min_pila,,P1W,Continuous,min,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PE_avg,,P1W,Continuous,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PE_max,,P1W,Continuous,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PD_max,,P1W,Continuous,max,PD,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PW_max,,P1W,Continuous,max,PW,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PE_avg_pila,,P1W,Continuous,avg,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PM_avg_pila,,P1W,Continuous,avg,PM,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PE_max_pila,,P1W,Continuous,max,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
computed_P1W_Continuous_PE_sum,,P1W,Continuous,sum,PE,,,False,creation_failed,"Status 400: {""StatusCode"":400,""Message"":""Unsupported period (P7D, 4.00:00:00, CET)""}",,,,,,
